X	Feature Profile 1	X	Feature Profile 2	X	Feature Profile 3	X	Feature Profile 4	X	Feature Profile 5
37,9831320393	115,621365229	37,9831320393	112,084318952	37,9831320393	117,881154777	37,9831320393	110,892124769	37,9831320393	118,023546962
38,3829544816	115,550682131	38,3829544816	111,99163968	38,3829544816	117,780671734	38,3829544816	110,806575239	38,3829544816	118,004689245
38,7827769239	115,475691978	38,7827769239	111,88828081	38,7827769239	117,684930823	38,7827769239	110,742777986	38,7827769239	117,954706774
39,1825993662	115,390430676	39,1825993662	111,771595521	39,1825993662	117,539613336	39,1825993662	110,66357791	39,1825993662	117,865157923
39,5824218094	115,324266438	39,5824218094	111,692310908	39,5824218094	117,440843422	39,5824218094	110,588601276	39,5824218094	117,814270671
39,9822442517	115,250745859	39,9822442517	111,577986386	39,9822442517	117,351133992	39,9822442517	110,509687093	39,9822442517	117,75900306
40,382066694	115,170548975	40,382066694	111,472694699	40,382066694	117,229859738	40,382066694	110,414647252	40,382066694	117,727558072
40,7818891364	115,139123159	40,7818891364	111,384482465	40,7818891364	117,106761851	40,7818891364	110,320632152	40,7818891364	117,687404759
41,1817115795	115,054741542	41,1817115795	111,293487096	41,1817115795	116,983866622	41,1817115795	110,213178527	41,1817115795	117,620270655
41,5815340218	115,002998282	41,5815340218	111,188295158	41,5815340218	116,876141627	41,5815340218	110,090479989	41,5815340218	117,553976635
41,9813564641	114,957847506	41,9813564641	111,084219154	41,9813564641	116,834367028	41,9813564641	109,958523878	41,9813564641	117,507688123
42,3811789065	114,944361392	42,3811789065	110,965761944	42,3811789065	116,822192399	42,3811789065	109,845719633	42,3811789065	117,484254308
42,7810013487	114,859241638	42,7810013487	110,839698134	42,7810013487	116,720253994	42,7810013487	109,743691167	42,7810013487	117,457642967
43,1808237919	114,783099749	43,1808237919	110,744952869	43,1808237919	116,61235854	43,1808237919	109,6064497	43,1808237919	117,391645283
43,5806462342	114,715403757	43,5806462342	110,631626909	43,5806462342	116,483840631	43,5806462342	109,43138335	43,5806462342	117,350986307
43,9804686766	114,668866599	43,9804686766	110,546580784	43,9804686766	116,380175988	43,9804686766	109,317339375	43,9804686766	117,341282703
44,3802911189	114,620663051	44,3802911189	110,48274224	44,3802911189	116,244517	44,3802911189	109,253044122	44,3802911189	117,342251361
44,780113562	114,55910756	44,780113562	110,346395312	44,780113562	116,117678777	44,780113562	109,202722736	44,780113562	117,356631132
45,1799360044	114,483905166	45,1799360044	110,277619372	45,1799360044	116,013540552	45,1799360044	109,075995498	45,1799360044	117,312817707
45,5797584466	114,433433283	45,5797584466	110,167210456	45,5797584466	115,88488305	45,5797584466	108,928474226	45,5797584466	117,288081163
45,979580889	114,405614068	45,979580889	110,074699572	45,979580889	115,729051419	45,979580889	108,830340003	45,979580889	117,278277124
46,3794033321	114,258115396	46,3794033321	109,979157174	46,3794033321	115,574992018	46,3794033321	108,75801624	46,3794033321	117,274107815
46,7792257744	114,16510272	46,7792257744	109,893238901	46,7792257744	115,401011849	46,7792257744	108,687914465	46,7792257744	117,236424986
47,1790482168	114,076981303	47,1790482168	109,796340111	47,1790482168	115,207759727	47,1790482168	108,629719975	47,1790482168	117,154604115
47,5788706591	113,9743551	47,5788706591	109,695263601	47,5788706591	114,996357026	47,5788706591	108,569879617	47,5788706591	117,093393829
47,9786931023	113,870131975	47,9786931023	109,621236108	47,9786931023	114,802169359	47,9786931023	108,471582529	47,9786931023	117,01780745
48,3785155445	113,765408363	48,3785155445	109,539481431	48,3785155445	114,642175376	48,3785155445	108,393099509	48,3785155445	116,927334415
48,7783379869	113,669043376	48,7783379869	109,444528733	48,7783379869	114,505757652	48,7783379869	108,347869859	48,7783379869	116,872507718
49,1781604292	113,612006162	49,1781604292	109,417488767	49,1781604292	114,411610036	49,1781604292	108,288306126	49,1781604292	116,81183733
49,5779828723	113,576029538	49,5779828723	109,320147084	49,5779828723	114,29750705	49,5779828723	108,198492771	49,5779828723	116,734556456
49,9778053146	113,570102952	49,9778053146	109,254333937	49,9778053146	114,201087215	49,9778053146	108,072816841	49,9778053146	116,701062958
50,377627757	113,57019085	50,377627757	109,195022017	50,377627757	114,084579143	50,377627757	107,976655918	50,377627757	116,658244761
50,7774501993	113,501510382	50,7774501993	109,150545899	50,7774501993	113,949858371	50,7774501993	107,886722316	50,7774501993	116,603871741
51,1772726416	113,465648953	51,1772726416	109,096102331	51,1772726416	113,872692214	51,1772726416	107,809348064	51,1772726416	116,563114944
51,5770950848	113,378555239	51,5770950848	109,037818322	51,5770950848	113,784714738	51,5770950848	107,702843474	51,5770950848	116,503218233
51,9769175271	113,31420728	51,9769175271	108,94427129	51,9769175271	113,723925772	51,9769175271	107,615719904	51,9769175271	116,420023689
52,3767399694	113,288797019	52,3767399694	108,865205646	52,3767399694	113,671981522	52,3767399694	107,558447989	52,3767399694	116,374958865
52,7765624117	113,217518797	52,7765624117	108,819297553	52,7765624117	113,626134291	52,7765624117	107,494501945	52,7765624117	116,311657205
53,1763848549	113,138570416	53,1763848549	108,708120295	53,1763848549	113,595104025	53,1763848549	107,399987895	53,1763848549	116,234684544
53,5762072971	113,084963771	53,5762072971	108,622905423	53,5762072971	113,542084537	53,5762072971	107,333367715	53,5762072971	116,151189884
53,9760297395	113,024429926	53,9760297395	108,519375883	53,9760297395	113,484740349	53,9760297395	107,267084393	53,9760297395	116,104669435
54,3758521818	112,986792004	54,3758521818	108,455090071	54,3758521818	113,429864109	54,3758521818	107,204920873	54,3758521818	116,061656757
54,775674625	112,958176181	54,775674625	108,383988878	54,775674625	113,383859677	54,775674625	107,155309773	54,775674625	115,991993046
55,1754970673	112,904901064	55,1754970673	108,300725858	55,1754970673	113,339053043	55,1754970673	107,102616718	55,1754970673	115,866373974
55,5753195096	112,846147765	55,5753195096	108,201868724	55,5753195096	113,328515618	55,5753195096	107,064837272	55,5753195096	115,750299884
55,9751419519	112,788729505	55,9751419519	108,109548766	55,9751419519	113,306943882	55,9751419519	106,995955125	55,9751419519	115,644020224
56,374964395	112,709856274	56,374964395	108,022975972	56,374964395	113,264334466	56,374964395	106,975691039	56,374964395	115,546173192
56,7747868374	112,651124512	56,7747868374	107,950626482	56,7747868374	113,196444021	56,7747868374	106,883563453	56,7747868374	115,457944254
57,1746092797	112,560001771	57,1746092797	107,900306624	57,1746092797	113,157228987	57,1746092797	106,789102203	57,1746092797	115,377923235
57,574431722	112,484071723	57,574431722	107,828265126	57,574431722	113,082462247	57,574431722	106,732647858	57,574431722	115,305116554
57,9742541652	112,41286973	57,9742541652	107,786158104	57,9742541652	113,025880887	57,9742541652	106,703315832	57,9742541652	115,245798416
58,3740766075	112,29116773	58,3740766075	107,71535927	58,3740766075	113,039903546	58,3740766075	106,664282796	58,3740766075	115,186983213
58,7738990498	112,22632297	58,7738990498	107,639365649	58,7738990498	112,988646516	58,7738990498	106,614840339	58,7738990498	115,114832094
59,1737214921	112,149104704	59,1737214921	107,586895665	59,1737214921	112,953230563	59,1737214921	106,600180481	59,1737214921	114,984896233
59,5735439344	112,052348868	59,5735439344	107,506621157	59,5735439344	112,952675199	59,5735439344	106,554888869	59,5735439344	114,875060474
59,9733663776	111,952209068	59,9733663776	107,439260735	59,9733663776	112,930068801	59,9733663776	106,493635043	59,9733663776	114,792048204
60,3731888199	111,858364773	60,3731888199	107,404111512	60,3731888199	112,920331956	60,3731888199	106,430876324	60,3731888199	114,718258618
60,7730112622	111,778083116	60,7730112622	107,380300126	60,7730112622	112,904382487	60,7730112622	106,380070004	60,7730112622	114,64389006
61,1728337045	111,678499269	61,1728337045	107,333072272	61,1728337045	112,899117248	61,1728337045	106,322007885	61,1728337045	114,561088596
61,5726561477	111,566575313	61,5726561477	107,31431817	61,5726561477	112,8913639	61,5726561477	106,283686122	61,5726561477	114,475604938
61,97247859	111,494868494	61,97247859	107,2736437	61,97247859	112,824437332	61,97247859	106,24686432	61,97247859	114,397505334
62,3723010323	111,416066933	62,3723010323	107,228178026	62,3723010323	112,731660911	62,3723010323	106,16424603	62,3723010323	114,313037235
62,7721234746	111,359861606	62,7721234746	107,215639496	62,7721234746	112,692728583	62,7721234746	106,07229495	62,7721234746	114,18817644
63,1719459178	111,279561352	63,1719459178	107,209776006	63,1719459178	112,674946893	63,1719459178	105,989438222	63,1719459178	114,112694599
63,5717683601	111,189408878	63,5717683601	107,197367594	63,5717683601	112,63177311	63,5717683601	105,937752115	63,5717683601	114,020077947
63,9715908024	111,125391076	63,9715908024	107,187216772	63,9715908024	112,550868666	63,9715908024	105,867666262	63,9715908024	113,927709338
64,3714132447	111,11522617	64,3714132447	107,181564728	64,3714132447	112,441631219	64,3714132447	105,780352091	64,3714132447	113,812761945
64,7712356879	111,086256826	64,7712356879	107,168800074	64,7712356879	112,367322794	64,7712356879	105,671631052	64,7712356879	113,714496293
65,1710581302	111,003634197	65,1710581302	107,167479443	65,1710581302	112,290661769	65,1710581302	105,578348886	65,1710581302	113,586256551
65,5708805725	110,915135491	65,5708805725	107,149471425	65,5708805725	112,203486015	65,5708805725	105,490708981	65,5708805725	113,440862615
65,9707030148	110,868389932	65,9707030148	107,142950682	65,9707030148	112,082920327	65,9707030148	105,399709981	65,9707030148	113,311269418
66,370525458	110,807082733	66,370525458	107,132637198	66,370525458	111,950625753	66,370525458	105,336309578	66,370525458	113,163610391
66,7703479003	110,750530381	66,7703479003	107,103488517	66,7703479003	111,825575235	66,7703479003	105,281081323	66,7703479003	113,086350602
67,1701703426	110,684461856	67,1701703426	107,052990752	67,1701703426	111,695958814	67,1701703426	105,182189605	67,1701703426	112,938452924
67,5699927849	110,627920097	67,5699927849	107,011275738	67,5699927849	111,572649599	67,5699927849	105,075335384	67,5699927849	112,784331019
67,9698152273	110,557078046	67,9698152273	106,988375916	67,9698152273	111,456003266	67,9698152273	104,995160008	67,9698152273	112,655090874
68,3696376704	110,465544768	68,3696376704	106,970037809	68,3696376704	111,352240449	68,3696376704	104,849041998	68,3696376704	112,526504497
68,7694601127	110,378648057	68,7694601127	106,931318487	68,7694601127	111,25351566	68,7694601127	104,728275764	68,7694601127	112,376587091
69,169282555	110,292670461	69,169282555	106,882190282	69,169282555	111,136508528	69,169282555	104,655943289	69,169282555	112,210611008
69,5691049974	110,21247568	69,5691049974	106,836204962	69,5691049974	111,025824196	69,5691049974	104,590790358	69,5691049974	112,025690358
69,9689274405	110,15065483	69,9689274405	106,788046665	69,9689274405	110,930087927	69,9689274405	104,4917553	69,9689274405	111,866139924
70,3687498828	110,097720778	70,3687498828	106,741887441	70,3687498828	110,828918404	70,3687498828	104,388144505	70,3687498828	111,705344662
70,7685723252	110,019510562	70,7685723252	106,697949519	70,7685723252	110,633910354	70,7685723252	104,282384886	70,7685723252	111,549662703
71,1683947674	109,893005546	71,1683947674	106,669385178	71,1683947674	110,461738542	71,1683947674	104,187717999	71,1683947674	111,412960805
71,5682172106	109,777543639	71,5682172106	106,657489996	71,5682172106	110,323374088	71,5682172106	104,104537301	71,5682172106	111,233742265
71,9680396529	109,669037005	71,9680396529	106,62988897	71,9680396529	110,202323525	71,9680396529	104,039252865	71,9680396529	111,033626888
72,3678620953	109,558340945	72,3678620953	106,617904497	72,3678620953	110,038907814	72,3678620953	103,987984382	72,3678620953	110,896915035
72,7676845375	109,449871427	72,7676845375	106,581503167	72,7676845375	109,856502482	72,7676845375	103,933081407	72,7676845375	110,744004007
73,1675069807	109,337387844	73,1675069807	106,582211701	73,1675069807	109,658047381	73,1675069807	103,88890987	73,1675069807	110,603236042
73,567329423	109,250068038	73,567329423	106,57181089	73,567329423	109,429251799	73,567329423	103,856879459	73,567329423	110,480683169
73,9671518653	109,1457826	73,9671518653	106,543854127	73,9671518653	109,255398409	73,9671518653	103,835201344	73,9671518653	110,337237137
74,3669743077	109,088359091	74,3669743077	106,530732843	74,3669743077	109,146599003	74,3669743077	103,807622389	74,3669743077	110,180594368
74,7667967508	109,007084457	74,7667967508	106,517321737	74,7667967508	108,879666425	74,7667967508	103,777733462	74,7667967508	110,033345298
75,1666191932	108,917014823	75,1666191932	106,506059886	75,1666191932	108,703738055	75,1666191932	103,782576465	75,1666191932	109,895708956
75,5664416354	108,839274387	75,5664416354	106,502355488	75,5664416354	108,525122167	75,5664416354	103,75462382	75,5664416354	109,785056179
75,9662640778	108,770424609	75,9662640778	106,511270523	75,9662640778	108,316798552	75,9662640778	103,761746693	75,9662640778	109,658055525
76,3660865201	108,678127748	76,3660865201	106,478791036	76,3660865201	108,109578083	76,3660865201	103,79629209	76,3660865201	109,545940867
76,7659089632	108,577368995	76,7659089632	106,466220479	76,7659089632	107,896587405	76,7659089632	103,797278018	76,7659089632	109,44030217
77,1657314056	108,518826145	77,1657314056	106,454667448	77,1657314056	107,685778664	77,1657314056	103,80907362	77,1657314056	109,343001841
77,5655538479	108,420350892	77,5655538479	106,442094454	77,5655538479	107,502157144	77,5655538479	103,832784415	77,5655538479	109,214657729
77,9653762902	108,349879892	77,9653762902	106,419147717	77,9653762902	107,312474055	77,9653762902	103,849042121	77,9653762902	109,092578545
78,3651987333	108,240681137	78,3651987333	106,393347374	78,3651987333	107,133491063	78,3651987333	103,845206484	78,3651987333	108,99030393
78,7650211757	108,147497239	78,7650211757	106,35872872	78,7650211757	106,973602554	78,7650211757	103,824770644	78,7650211757	108,905509376
79,164843618	108,060900555	79,164843618	106,327929332	79,164843618	106,829129763	79,164843618	103,783973682	79,164843618	108,817972393
79,5646660603	107,946918941	79,5646660603	106,309681548	79,5646660603	106,659843786	79,5646660603	103,723123745	79,5646660603	108,733180346
79,9644885034	107,83474698	79,9644885034	106,315849635	79,9644885034	106,485656147	79,9644885034	103,674014276	79,9644885034	108,686015683
80,3643109458	107,739295641	80,3643109458	106,30616855	80,3643109458	106,301211242	80,3643109458	103,646877871	80,3643109458	108,604638784
80,7641333881	107,69264102	80,7641333881	106,278093655	80,7641333881	106,096320949	80,7641333881	103,608314339	80,7641333881	108,507581207
81,1639558304	107,646459998	81,1639558304	106,243991506	81,1639558304	105,915691927	81,1639558304	103,558456727	81,1639558304	108,405366476
81,5637782736	107,621880001	81,5637782736	106,220516923	81,5637782736	105,813769173	81,5637782736	103,524986881	81,5637782736	108,310018078
81,9636007158	107,55511946	81,9636007158	106,165322514	81,9636007158	105,684733181	81,9636007158	103,464051076	81,9636007158	108,193573851
82,3634231582	107,482704764	82,3634231582	106,089721294	82,3634231582	105,560350615	82,3634231582	103,370726818	82,3634231582	108,075384516
82,7632456005	107,391689246	82,7632456005	106,026875608	82,7632456005	105,431954133	82,7632456005	103,260825201	82,7632456005	107,986179346
83,1630680437	107,283661267	83,1630680437	105,962694247	83,1630680437	105,311415047	83,1630680437	103,144860383	83,1630680437	107,843797662
83,5628904859	107,178688674	83,5628904859	105,89839	83,5628904859	105,194733833	83,5628904859	103,072671044	83,5628904859	107,709354533
83,9627129283	107,068810323	83,9627129283	105,83362274	83,9627129283	105,026241077	83,9627129283	102,973200594	83,9627129283	107,611079499
84,3625353706	106,953436359	84,3625353706	105,751786443	84,3625353706	104,892250386	84,3625353706	102,828302703	84,3625353706	107,491008956
84,7623578129	106,836846855	84,7623578129	105,700926038	84,7623578129	104,78047592	84,7623578129	102,727750757	84,7623578129	107,338424299
