0	293.550903349
0.999906531809	293.571978507
1.99981306362	293.592306594
2.99971959543	293.614417602
3.99962612724	293.638990958
4.99953265905	293.65990192
5.99943919086	293.680928924
6.99934572266	293.704671139
7.99925225447	293.732337699
8.99915878628	293.761558404
9.99906531809	293.790959258
10.9989718499	293.82183251
11.9988783817	293.853965759
12.9987849135	293.879506533
13.9986914453	293.910704621
14.9985979771	293.941171348
15.9985045089	293.969669305
16.9984110407	294.017810779
17.9983175725	294.218222315
18.9982241043	294.378292694
19.9981306362	294.238912376
20.998037168	294.118137466
21.9979436998	294.144732805
22.9978502316	294.169335362
23.9977567634	294.194793375
24.9976632952	294.219799529
25.997569827	294.241769471
26.9974763588	294.262323216
27.9973828906	294.283901116
28.9972894232	294.303541556
29.9971959551	294.318387246
30.9971024869	294.329675683
31.9970090187	294.338374431
32.9969155505	294.342773618
33.9968220823	294.345627975
34.9967286141	294.346633931
35.9966351459	294.342703617
36.9965416777	294.341510169
37.9964482095	294.340244152
38.9963547413	294.339110669
39.9962612732	294.336034579
40.996167805	294.330649115
41.9960743368	294.317546202
42.9959808686	294.303091401
43.9958874004	294.290577036
44.9957939322	294.276973586
45.995700464	294.26268687
46.9956069958	294.245570045
47.9955135276	294.231268405
48.9954200594	294.220597597
49.9953265912	294.210899971
50.995233123	294.200549586
51.9951396548	294.191464239
52.9950461866	294.183331488
53.9949527185	294.173951534
54.9948592503	294.164540631
55.9947657821	294.156498783
56.9946723139	294.148745231
57.9945788457	294.141128581
58.9944853775	294.134816866
59.9943919093	294.125498854
60.9942984411	294.112774162
61.9942049729	294.09746337
62.9941115047	294.084601936
63.9940180365	294.074310941
64.9939245684	294.066515875
65.9938311002	294.057614974
66.993737632	294.048641051
67.9936441638	294.041628216
68.9935506956	294.035122647
69.9934572274	294.03037599
70.9933637592	294.027758762
71.993270291	294.02457639
72.9931768228	294.023745922
73.9930833546	294.022898455
74.9929898864	294.020349699
75.9928964183	294.017924194
76.99280295	294.015372444
77.9927094818	294.008875885
78.9926160137	294.000256269
79.9925225455	293.993378087
80.9924290773	293.99040859
81.9923356091	293.984684455
82.9922421409	293.978501181
83.9921486727	293.978927713
84.9920552045	293.984315809
85.9919617363	293.987172221
86.9918682689	293.98964139
87.9917748007	293.995153336
88.9916813326	294.001997446
89.9915878644	294.006005788
90.9914943962	294.01098744
91.991400928	294.013972349
92.9913074598	294.01518723
93.9912139916	294.016116461
94.9911205234	294.014913213
95.9910270552	294.012558195
96.990933587	294.008310588
97.9908401188	294.006072676
98.9907466507	294.004503846
99.9906531825	294.005228728
100.990559714	294.005931572
101.990466246	294.004480137
102.990372778	294.00347178
103.99027931	294.002110422
104.990185842	294.008447726
105.990092373	294.013020813
106.989998905	294.016233334
107.989905437	294.018043528
108.989811969	294.018582208
109.989718501	294.020243453
110.989625032	294.018517357
111.989531564	294.012956601
112.989438096	294.010182595
113.989344628	294.007112924
114.98925116	294.001749418
115.989157691	294.00001189
116.989064223	294
117.988970755	293.999854952
118.988877287	293.996497792
119.988783819	293.990035092
120.98869035	293.98385026
121.988596882	293.974752039
122.988503414	293.961388961
123.988409946	293.947721339
124.988316478	293.935388695
125.988223009	293.920908647
126.988129541	293.901626271
127.988036073	293.881062746
128.987942605	293.859915259
129.987849137	293.833886149
130.987755669	293.807452158
131.9876622	293.778950766
132.987568732	293.751566001
133.987475264	293.725130016
134.987381796	293.695656803
135.987288328	293.666284205
136.987194859	293.634706381
137.987101391	293.603138116
138.987007923	293.573492942
139.986914455	293.542149445
140.986820987	293.505831361
141.986727518	293.465107061
142.98663405	293.427121848
143.986540583	293.391895367
144.986447115	293.357441233
145.986353646	293.324821925
146.986260178	293.292625782
147.98616671	293.26220843
148.986073242	293.236469655
149.985979774	293.208534832
150.985886305	293.177269811
151.985792837	293.151155178
152.985699369	293.125321293
153.985605901	293.097338282
154.985512433	293.070906696
155.985418965	293.045562058
156.985325496	293.018373999
157.985232028	292.990037845
158.98513856	292.959348323
159.985045092	292.930004372
160.984951624	292.901654135
161.984858155	292.872429667
162.984764687	292.845403034
163.984671219	292.820916575
164.984577751	292.798005016
165.984484283	292.778858494
166.984390814	292.762932274
167.984297346	292.749780531
168.984203878	292.735468178
169.98411041	292.720137383
170.984016942	292.703049501
171.983923473	292.684873493
172.983830005	292.665236775
173.983736537	292.646736942
174.983643069	292.626676696
175.983549601	292.606951544
176.983456132	292.592314881
177.983362664	292.58050157
178.983269196	292.566027811
179.983175728	292.555536875
180.98308226	292.546219594
181.982988792	292.537201996
182.982895323	292.527676023
183.982801855	292.514537121
184.982708387	292.501414319
185.982614919	292.488330653
186.982521451	292.474337821
187.982427982	292.45776981
188.982334514	292.440904331
189.982241046	292.422818342
190.982147578	292.406064795
191.98205411	292.393950943
192.981960641	292.382768051
193.981867173	292.370375856
194.981773705	292.359722603
195.981680237	292.349046774
196.981586769	292.339092632
197.9814933	292.329938889
198.981399832	292.320665771
199.981306364	292.311757207
200.981212897	292.302980439
201.981119429	292.29798977
202.98102596	292.292283649
203.980932492	292.284350939
204.980839024	292.284587993
205.980745556	292.288182994
206.980652088	292.292892322
207.980558619	292.30145358
208.980465151	292.312521749
209.980371683	292.323070187
210.980278215	292.334200767
211.980184747	292.346343833
212.980091278	292.36216124
213.97999781	292.373220507
214.979904342	292.386598282
215.979810874	292.400938478
216.979717406	292.414941699
217.979623937	292.432097719
218.979530469	292.446390431
219.979437001	292.460570972
220.979343533	292.478357577
221.979250065	292.494462919
222.979156597	292.510067858
223.979063128	292.524964529
224.97896966	292.538270148
225.978876192	292.554173244
226.978782724	292.570528464
227.978689256	292.586934229
228.978595787	292.602384534
229.978502319	292.617298869
